Book Title,Author,Edition,Product Type,Copyright Year,Copyright Holder,Print ISBN,Electronic ISBN,Language,Language Collection,eBook Package,English Package Name,German Package Name,Series Print ISSN,Series Electronic ISSN,Series Title,Volume Number,DOI URL,OpenURL,Subject Classification,Publisher,Imprint
Data Mining,Charu C. Aggarwal,2015,Graduate/advanced undergraduate textbook,2015,"Springer International Publishing AG, part of Springer Nature",978-3-319-14141-1,978-3-319-14142-8,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-14142-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-14142-8,Computer Science; Data Mining and Knowledge Discovery; Pattern Recognition,Springer International Publishing,Springer
Computational Geometry,"Mark de Berg, Otfried Cheong, Marc van Kreveld, Mark Overmars",3rd ed. 2008,Graduate/advanced undergraduate textbook,2008,"Springer-Verlag GmbH Germany, part of Springer Nature",978-3-540-77973-5,978-3-540-77974-2,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-540-77974-2,http://link.springer.com/openurl?genre=book&isbn=978-3-540-77974-2,"Computer Science; Theory of Computation; Geometry; Math Applications in Computer Science; Earth Sciences, general; Computer Graphics; Algorithm Analysis and Problem Complexity",Springer Berlin Heidelberg,Springer
Cryptography Made Simple,Nigel Smart,1st ed. 2016,Undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-21935-6,978-3-319-21936-3,EN,English/International,11645,Computer Science,,1619-7100,2197-845X,Information Security and Cryptography,,http://doi.org/10.1007/978-3-319-21936-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-21936-3,"Computer Science; Data Structures, Cryptology and Information Theory; Mathematics of Computing; Security Science and Technology; Discrete Mathematics",Springer International Publishing,Springer
Eye Tracking Methodology,Andrew T. Duchowski,3rd ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing AG,978-3-319-57881-1,978-3-319-57883-5,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-57883-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-57883-5,Computer Science; User Interfaces and Human Computer Interaction; Computer Graphics; Special Purpose and Application-Based Systems; Computer Appl. in Social and Behavioral Sciences,Springer International Publishing,Springer
The Data Science Design Manual,Steven S. Skiena,1st ed. 2017,Undergraduate textbook,2017,The Author(s),978-3-319-55443-3,978-3-319-55444-0,EN,English/International,11645,Computer Science,,1868-0941,1868-095X,Texts in Computer Science,,http://doi.org/10.1007/978-3-319-55444-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-55444-0,Computer Science; Data Mining and Knowledge Discovery; Pattern Recognition; Big Data/Analytics; Visualization; Statistics and Computing/Statistics Programs,Springer International Publishing,Springer
An Introduction to Machine Learning,Miroslav Kubat,2nd ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-63912-3,978-3-319-63913-0,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-63913-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-63913-0,Computer Science; Data Mining and Knowledge Discovery; Big Data/Analytics; Computational Intelligence,Springer International Publishing,Springer
Guide to Discrete Mathematics,Gerard O'Regan,1st ed. 2016,Undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-44560-1,978-3-319-44561-8,EN,English/International,11645,Computer Science,,1868-0941,1868-095X,Texts in Computer Science,,http://doi.org/10.1007/978-3-319-44561-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-44561-8,Computer Science; Discrete Mathematics in Computer Science; Arithmetic and Logic Structures; Logics and Meanings of Programs; History of Computing; Mathematical Applications in Computer Science; Math Applications in Computer Science,Springer International Publishing,Springer
Modelling Computing Systems,"Faron Moller, Georg Struth",2013,Undergraduate textbook,2013,Springer-Verlag London,978-1-84800-321-7,978-1-84800-322-4,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-1-84800-322-4,http://link.springer.com/openurl?genre=book&isbn=978-1-84800-322-4,Computer Science; Logics and Meanings of Programs; Mathematical Logic and Formal Languages; Discrete Mathematics in Computer Science; Math Applications in Computer Science,Springer London,Springer
Understanding Cryptography,"Christof Paar, Jan Pelzl",2010,Undergraduate textbook,2010,Springer-Verlag Berlin Heidelberg,978-3-642-04100-6,978-3-642-04101-3,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-642-04101-3,http://link.springer.com/openurl?genre=book&isbn=978-3-642-04101-3,"Computer Science; Data Structures, Cryptology and Information Theory; Programming Techniques; Communications Engineering, Networks; Circuits and Systems",Springer Berlin Heidelberg,Springer
Concise Guide to Software Engineering,Gerard O'Regan,1st ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-57749-4,978-3-319-57750-0,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-57750-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-57750-0,Computer Science; Software Engineering; Computer Engineering; Software Management; Mathematical Software,Springer International Publishing,Springer
Fundamentals of Multimedia,"Ze-Nian Li, Mark S. Drew, Jiangchuan Liu",2nd ed. 2014,Graduate/advanced undergraduate textbook,2014,Springer International Publishing Switzerland,978-3-319-05289-2,978-3-319-05290-8,EN,English/International,11645,Computer Science,,1868-0941,1868-095X,Texts in Computer Science,,http://doi.org/10.1007/978-3-319-05290-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-05290-8,Computer Science; Image Processing and Computer Vision; Computer Communication Networks; Information Storage and Retrieval; Database Management,Springer International Publishing,Springer
The Python Workbook,Ben Stephenson,2014,Undergraduate textbook,2014,Springer International Publishing Switzerland,978-3-319-14239-5,978-3-319-14240-1,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-14240-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-14240-1,"Computer Science; Programming Languages, Compilers, Interpreters; Python; Computational Intelligence",Springer International Publishing,Springer
Recommender Systems,Charu C. Aggarwal,1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-29657-9,978-3-319-29659-3,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-29659-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-29659-3,Computer Science; Data Mining and Knowledge Discovery,Springer International Publishing,Springer
Python Programming Fundamentals,Kent D. Lee,2nd ed. 2014,Undergraduate textbook,2014,Springer-Verlag London,978-1-4471-6641-2,978-1-4471-6642-9,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-1-4471-6642-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-6642-9,"Computer Science; Programming Languages, Compilers, Interpreters; Python",Springer London,Springer
"Object-Oriented Analysis, Design and Implementation","Brahma Dathan, Sarnath Ramnath",2nd ed. 2015,Graduate/advanced undergraduate textbook,2015,Universities Press (India) Private Ltd.,978-3-319-24278-1,978-3-319-24280-4,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-24280-4,http://link.springer.com/openurl?genre=book&isbn=978-3-319-24280-4,Computer Science; Programming Techniques,Springer International Publishing,Springer
Introduction to Data Science,"Laura Igual, Santi Seguí",1st ed. 2017,Undergraduate textbook,2017,Springer International Publishing Switzerland,978-3-319-50016-4,978-3-319-50017-1,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-50017-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-50017-1,Computer Science; Data Mining and Knowledge Discovery; Probability and Statistics in Computer Science; Pattern Recognition; Statistics and Computing/Statistics Programs,Springer International Publishing,Springer
Concise Guide to Databases,"Peter Lake, Paul Crowther",2013,Undergraduate textbook,2013,Springer-Verlag London,978-1-4471-5600-0,978-1-4471-5601-7,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-1-4471-5601-7,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-5601-7,"Computer Science; Database Management; Information Storage and Retrieval; Data Structures, Cryptology and Information Theory; Software Engineering/Programming and Operating Systems",Springer London,Springer
Digital Image Processing,"Wilhelm Burger, Mark J. Burge",2nd ed. 2016,Undergraduate textbook,2016,Springer-Verlag London,978-1-4471-6683-2,978-1-4471-6684-9,EN,English/International,11645,Computer Science,,1868-0941,1868-095X,Texts in Computer Science,,http://doi.org/10.1007/978-1-4471-6684-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-6684-9,"Computer Science; Image Processing and Computer Vision; Signal, Image and Speech Processing; Computational Intelligence",Springer London,Springer
Guide to Computer Network Security,Joseph Migga Kizza,4th ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-55605-5,978-3-319-55606-2,EN,English/International,11645,Computer Science,,1617-7975,2197-8433,Computer Communications and Networks,,http://doi.org/10.1007/978-3-319-55606-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-55606-2,Computer Science; Information Storage and Retrieval; Data Storage Representation; Management of Computing and Information Systems; Computer Communication Networks,Springer International Publishing,Springer
Foundations of Programming Languages,Kent D. Lee,2nd ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-70789-1,978-3-319-70790-7,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-70790-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-70790-7,"Computer Science; Programming Languages, Compilers, Interpreters; Control Structures and Microprogramming; Mathematical and Computational Engineering",Springer International Publishing,Springer
Probability and Statistics for Computer Science,David Forsyth,1st ed. 2018,Undergraduate textbook,2018,Springer International Publishing AG,978-3-319-64409-7,978-3-319-64410-3,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-64410-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-64410-3,Computer Science; Probability and Statistics in Computer Science; Statistics and Computing/Statistics Programs,Springer International Publishing,Springer
Guide to Competitive Programming,Antti Laaksonen,1st ed. 2017,Undergraduate textbook,2017,"Springer International Publishing AG, part of Springer Nature",978-3-319-72546-8,978-3-319-72547-5,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-72547-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-72547-5,Computer Science; Programming Techniques; Algorithm Analysis and Problem Complexity; Professional Computing; Algorithms; Computers and Education,Springer International Publishing,Springer
Introduction to Artificial Intelligence,Wolfgang Ertel,2nd ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-58486-7,978-3-319-58487-4,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-58487-4,http://link.springer.com/openurl?genre=book&isbn=978-3-319-58487-4,Computer Science,Springer International Publishing,Springer
Introduction to Deep Learning,Sandro Skansi,1st ed. 2018,Undergraduate textbook,2018,"Springer International Publishing AG, part of Springer Nature",978-3-319-73003-5,978-3-319-73004-2,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-73004-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-73004-2,Computer Science; Pattern Recognition; Mathematical Models of Cognitive Processes and Neural Networks; Coding and Information Theory,Springer International Publishing,Springer
"A Beginner's Guide to Scala, Object Orientation and Functional Programming",John Hunt,2nd ed. 2018,Undergraduate textbook,2018,Springer International Publishing AG,978-3-319-75770-4,978-3-319-75771-1,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-75771-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-75771-1,"Computer Science; Programming Techniques; Programming Languages, Compilers, Interpreters",Springer International Publishing,Springer
Fundamentals of Business Process Management,"Marlon Dumas, Marcello La Rosa, Jan Mendling, Hajo A. Reijers",2nd ed. 2018,Graduate/advanced undergraduate textbook,2018,"Springer-Verlag GmbH Germany, part of Springer Nature",978-3-662-56508-7,978-3-662-56509-4,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-662-56509-4,http://link.springer.com/openurl?genre=book&isbn=978-3-662-56509-4,Computer Science; Computer Appl. in Administrative Data Processing; Business Process Management; Information Systems Applications (incl.Internet); Software Engineering,Springer Berlin Heidelberg,Springer
Guide to Scientific Computing in C++,"Joe Pitt-Francis, Jonathan Whiteley",2nd ed. 2017,Undergraduate textbook,2017,"Springer International Publishing AG, part of Springer Nature",978-3-319-73131-5,978-3-319-73132-2,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-73132-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-73132-2,"Computer Science; Programming Techniques; Numeric Computing; Programming Languages, Compilers, Interpreters; Math Applications in Computer Science; Software Engineering",Springer International Publishing,Springer
Fundamentals of Java Programming,Mitsunori Ogihara,1st ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-89490-4,978-3-319-89491-1,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-89491-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-89491-1,"Computer Science; Java; Programming Languages, Compilers, Interpreters; Programming Techniques",Springer International Publishing,Springer
Logical Foundations of Cyber-Physical Systems,André Platzer,1st ed. 2018,Graduate/advanced undergraduate textbook,2018,"Springer International Publishing AG, part of Springer Nature",978-3-319-63587-3,978-3-319-63588-0,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-63588-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-63588-0,"Computer Science; Mathematical Logic and Formal Languages; Mathematical Logic and Foundations; Control, Robotics, Mechatronics; Quality Control, Reliability, Safety and Risk",Springer International Publishing,Springer
Introduction to Programming with Fortran,"Ian Chivers, Jane Sleightholme",4th ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-75501-4,978-3-319-75502-1,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-75502-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-75502-1,"Computer Science; Programming Languages, Compilers, Interpreters; Programming Techniques; Software Engineering",Springer International Publishing,Springer
Neural Networks and Deep Learning,Charu C. Aggarwal,1st ed. 2018,Graduate/advanced undergraduate textbook,2018,"Springer International Publishing AG, part of Springer Nature",978-3-319-94462-3,978-3-319-94463-0,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-94463-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-94463-0,Computer Science; Information Systems and Communication Service; Processor Architectures,Springer International Publishing,Springer
Data Science and Predictive Analytics,Ivo D. Dinov,1st ed. 2018,Graduate/advanced undergraduate textbook,2018,Ivo D. Dinov,978-3-319-72346-4,978-3-319-72347-1,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-72347-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-72347-1,Computer Science; Big Data; Big Data/Analytics; Health Informatics; Probability and Statistics in Computer Science; Data Mining and Knowledge Discovery,Springer International Publishing,Springer
Systems Programming in Unix/Linux,K.C. Wang,1st ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-92428-1,978-3-319-92429-8,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-92429-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-92429-8,"Computer Science; Programming Techniques; Programming Languages, Compilers, Interpreters; Data Structures; Operating Systems",Springer International Publishing,Springer
Introduction to Parallel Computing,"Roman Trobec, Boštjan Slivnik, Patricio Bulić, Borut Robič",1st ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-98832-0,978-3-319-98833-7,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-98833-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-98833-7,Computer Science; Programming Techniques; Processor Architectures; Control Structures and Microprogramming; Numeric Computing,Springer International Publishing,Springer
Analysis for Computer Scientists,"Michael Oberguggenberger, Alexander Ostermann",2nd ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-91154-0,978-3-319-91155-7,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-319-91155-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-91155-7,Computer Science; Math Applications in Computer Science; Computational Mathematics and Numerical Analysis; Mathematical and Computational Engineering; Discrete Mathematics in Computer Science,Springer International Publishing,Springer
Introductory Computer Forensics,Xiaodong Lin,1st ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-030-00580-1,978-3-030-00581-8,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-030-00581-8,http://link.springer.com/openurl?genre=book&isbn=978-3-030-00581-8,Computer Science; Security; Forensic Science; Cybercrime; Multimedia Information Systems,Springer International Publishing,Springer
Java in Two Semesters,"Quentin Charatan, Aaron Kans",4th ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-319-99419-2,978-3-319-99420-8,EN,English/International,11645,Computer Science,,1868-0941,1868-095X,Texts in Computer Science,,http://doi.org/10.1007/978-3-319-99420-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-99420-8,"Computer Science; Programming Languages, Compilers, Interpreters; Java; Control Structures and Microprogramming; Computer System Implementation",Springer International Publishing,Springer
A Beginners Guide to Python 3 Programming,John Hunt,1st ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-20289-7,978-3-030-20290-3,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-030-20290-3,http://link.springer.com/openurl?genre=book&isbn=978-3-030-20290-3,"Computer Science; Programming Languages, Compilers, Interpreters; Python; Database Management",Springer International Publishing,Springer
Advanced Guide to Python 3 Programming,John Hunt,1st ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-25942-6,978-3-030-25943-3,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-3-030-25943-3,http://link.springer.com/openurl?genre=book&isbn=978-3-030-25943-3,"Computer Science; Programming Languages, Compilers, Interpreters; Python; Database Management",Springer International Publishing,Springer
